customerID,Network_Type,tenure,Tenure_Decile,Contract,Revenue_Stability,ARPU,Monthly_Revenue_Velocity,Product_Density_Score,Subscriber_Status,LTV,Migration_Target_Label,Revenue_Weight,Customer_Segment
2439-QKJUL,Voice Only,5,2,Month-to-month,At-Will (High Risk),20.25,21.96,1,Active,101.25,Retain,0.00004,Low Value
2303-PJYHN,Voice Only,2,1,Month-to-month,At-Will (High Risk),19.85,26.00,1,Active,39.7,Retain,0.00004,Low Value
1093-YSWCA,Voice Only,11,3,Two year,Contractual (Stable),19.55,20.29,1,Active,215.05,Retain,0.00004,Low Value
4634-JLRJT,Voice Only,1,1,Month-to-month,At-Will (High Risk),20.35,20.35,1,Active,20.35,Retain,0.00004,Low Value
1009-IRMNA,Voice Only,7,3,Month-to-month,At-Will (High Risk),20,19.66,1,Churned/Inactive,140,Churn,0.00004,Low Value
2308-STERM,Voice Only,2,1,Month-to-month,At-Will (High Risk),19.4,30.52,1,Active,38.8,Retain,0.00004,Low Value
7649-PHJVR,Voice Only,11,3,One year,Contractual (Stable),19.5,20.62,1,Active,214.5,Retain,0.00004,Low Value
9122-UMROB,Voice Only,1,1,Month-to-month,At-Will (High Risk),20.3,20.30,1,Active,20.3,Retain,0.00004,Low Value
0303-WMMRN,Voice Only,5,2,Month-to-month,At-Will (High Risk),19.25,17.21,1,Active,96.25,Retain,0.00004,Low Value
3717-FDJFU,Voice Only,5,2,Two year,Contractual (Stable),20.45,21.38,1,Active,102.25,Retain,0.00004,Low Value
5777-ZPQNC,Voice Only,12,4,One year,Contractual (Stable),20.15,21.72,1,Active,241.79999999999998,Retain,0.00004,Low Value
7853-GVUDZ,Voice Only,1,1,Month-to-month,At-Will (High Risk),20.15,20.15,1,Churned/Inactive,20.15,Churn,0.00004,Low Value
4160-AMJTL,Voice Only,8,3,Month-to-month,At-Will (High Risk),19.65,20.54,1,Churned/Inactive,157.2,Churn,0.00004,Low Value
0030-FNXPP,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.85,19.07,1,Active,59.550000000000004,Retain,0.00004,Low Value
0594-UFTUL,Voice Only,13,4,Month-to-month,At-Will (High Risk),19.85,19.38,1,Active,258.05,Retain,0.00004,Low Value
5996-DAOQL,Voice Only,1,1,Month-to-month,At-Will (High Risk),20.45,20.45,1,Active,20.45,Retain,0.00004,Low Value
9150-KPBJQ,Voice Only,6,3,Two year,Contractual (Stable),19.65,19.47,1,Active,117.89999999999999,Retain,0.00004,Low Value
9426-SXNHE,Voice Only,2,1,Month-to-month,At-Will (High Risk),18.75,26.57,1,Active,37.5,Retain,0.00004,Low Value
6112-KTHFQ,Voice Only,13,4,Month-to-month,At-Will (High Risk),19.3,21.48,1,Active,250.9,Retain,0.00004,Low Value
3594-IVHJZ,Voice Only,2,2,Month-to-month,At-Will (High Risk),20.45,21.23,1,Active,40.9,Retain,0.00004,Low Value
4801-KFYKL,Voice Only,8,3,Month-to-month,At-Will (High Risk),19.45,19.90,1,Active,155.6,Retain,0.00004,Low Value
8739-QOTTN,Voice Only,2,1,Month-to-month,At-Will (High Risk),20.35,20.93,1,Active,40.7,Retain,0.00004,Low Value
5014-GSOUQ,Voice Only,13,4,Two year,Contractual (Stable),19.95,18.74,1,Active,259.34999999999997,Retain,0.00004,Low Value
0188-GWFLE,Voice Only,2,1,Month-to-month,At-Will (High Risk),20.05,16.85,1,Active,40.1,Retain,0.00004,Low Value
3546-GHEAE,Voice Only,7,3,Two year,Contractual (Stable),19.45,23.62,1,Active,136.15,Retain,0.00004,Low Value
6377-KSLXC,Voice Only,5,2,Month-to-month,At-Will (High Risk),19.95,21.41,1,Active,99.75,Retain,0.00004,Low Value
4486-EFAEB,Voice Only,13,4,Month-to-month,At-Will (High Risk),20.4,19.36,1,Active,265.2,Retain,0.00004,Low Value
4745-LSPLO,Voice Only,1,1,Month-to-month,At-Will (High Risk),20.5,20.50,1,Churned/Inactive,20.5,Churn,0.00004,Low Value
2791-SFVEW,Voice Only,9,3,Month-to-month,At-Will (High Risk),20.15,26.46,1,Active,181.35,Retain,0.00004,Low Value
3744-ZBHON,Voice Only,3,2,Month-to-month,At-Will (High Risk),20.2,21.98,1,Active,60.599999999999994,Retain,0.00004,Low Value
9522-ZSINC,Voice Only,13,4,One year,Contractual (Stable),19.95,19.52,1,Active,259.34999999999997,Retain,0.00004,Low Value
2320-JRSDE,Voice Only,1,1,Month-to-month,At-Will (High Risk),19.9,19.90,1,Churned/Inactive,19.9,Churn,0.00004,Low Value
5345-BMKWB,Voice Only,8,3,Month-to-month,At-Will (High Risk),20.25,19.79,1,Active,162,Retain,0.00004,Low Value
1087-UDSIH,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.6,19.92,1,Churned/Inactive,58.800000000000004,Churn,0.00004,Low Value
4770-QAZXN,Voice Only,13,4,Month-to-month,At-Will (High Risk),19.45,17.85,1,Active,252.85,Retain,0.00004,Low Value
0396-HUJBP,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.3,22.20,1,Active,38.6,Retain,0.00004,Low Value
1385-TQOZW,Voice Only,9,3,Month-to-month,At-Will (High Risk),20.45,16.39,1,Active,184.04999999999998,Retain,0.00004,Low Value
3936-QQFLL,Voice Only,2,1,Month-to-month,At-Will (High Risk),19.75,19.65,1,Active,39.5,Retain,0.00004,Low Value
4881-GQJTW,Voice Only,14,4,Month-to-month,At-Will (High Risk),19.6,21.46,1,Active,274.40000000000003,Retain,0.00004,Low Value
9818-XQCUV,Voice Only,2,2,Month-to-month,At-Will (High Risk),20.35,22.65,1,Active,40.7,Retain,0.00004,Low Value
5774-XZTQC,Voice Only,7,3,Month-to-month,At-Will (High Risk),20.45,21.54,1,Active,143.15,Retain,0.00004,Low Value
9970-QBCDA,Voice Only,6,3,Month-to-month,At-Will (High Risk),19.7,21.59,1,Active,118.19999999999999,Retain,0.00004,Low Value
7473-ZBDSN,Voice Only,14,4,Two year,Contractual (Stable),18.8,18.25,1,Active,263.2,Retain,0.00004,Low Value
8006-PYCSW,Voice Only,2,1,Month-to-month,At-Will (High Risk),20.1,19.90,1,Active,40.2,Retain,0.00004,Low Value
5057-RKGLH,Voice Only,9,3,Two year,Contractual (Stable),20.35,21.23,1,Active,183.15,Retain,0.00004,Low Value
3806-YAZOV,Voice Only,3,2,Month-to-month,At-Will (High Risk),18.8,18.67,1,Active,56.400000000000006,Retain,0.00004,Low Value
8317-BVKSO,Voice Only,14,4,Month-to-month,At-Will (High Risk),20.05,21.38,1,Active,280.7,Retain,0.00004,Low Value
2220-IAHLS,Voice Only,1,1,Month-to-month,At-Will (High Risk),19.4,19.40,1,Active,19.4,Retain,0.00004,Low Value
1735-XMJVH,Voice Only,8,3,Month-to-month,At-Will (High Risk),19.35,19.07,1,Active,154.8,Retain,0.00004,Low Value
4393-OBCRR,Voice Only,3,2,One year,Contractual (Stable),20.25,23.73,1,Active,60.75,Retain,0.00004,Low Value
9845-QOMAD,Voice Only,14,4,One year,Contractual (Stable),19.75,22.10,1,Active,276.5,Retain,0.00004,Low Value
1465-WCZVT,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.65,20.22,1,Active,58.949999999999996,Retain,0.00004,Low Value
4815-TUMEQ,Voice Only,10,3,One year,Contractual (Stable),19.3,18.52,1,Active,193,Retain,0.00004,Low Value
4464-JCOLN,Voice Only,2,2,One year,Contractual (Stable),19.85,17.95,1,Churned/Inactive,39.7,Churn,0.00004,Low Value
6040-CGACY,Voice Only,15,4,Month-to-month,At-Will (High Risk),19.6,19.96,1,Active,294,Retain,0.00004,Low Value
4195-SMMNX,Voice Only,2,2,Month-to-month,At-Will (High Risk),20.35,16.60,1,Churned/Inactive,40.7,Churn,0.00004,Low Value
2717-HVIZY,Voice Only,8,3,Month-to-month,At-Will (High Risk),20.05,20.45,1,Active,160.4,Retain,0.00004,Low Value
6972-SNKKW,Voice Only,6,3,Month-to-month,At-Will (High Risk),20,18.20,1,Active,120,Retain,0.00004,Low Value
1272-ILHFG,Voice Only,15,4,One year,Contractual (Stable),19.65,22.18,1,Active,294.75,Retain,0.00004,Low Value
7854-EKTJL,Voice Only,2,1,Month-to-month,At-Will (High Risk),19.6,17.93,1,Churned/Inactive,39.2,Churn,0.00004,Low Value
8076-FEZKJ,Voice Only,10,3,One year,Contractual (Stable),19.5,22.59,1,Active,195,Retain,0.00004,Low Value
4396-KLSEH,Voice Only,4,2,Month-to-month,At-Will (High Risk),19.85,15.75,1,Active,79.4,Retain,0.00004,Low Value
8138-EALND,Voice Only,15,4,Month-to-month,At-Will (High Risk),19.75,20.77,1,Active,296.25,Retain,0.00004,Low Value
4232-JGKIY,Voice Only,1,1,Month-to-month,At-Will (High Risk),19.2,19.20,1,Active,19.2,Retain,0.00004,Low Value
5396-IZEPB,Voice Only,9,3,Month-to-month,At-Will (High Risk),19.7,20.08,1,Active,177.29999999999998,Retain,0.00004,Low Value
2732-ISEZX,Voice Only,5,2,Month-to-month,At-Will (High Risk),20.5,20.86,1,Active,102.5,Retain,0.00004,Low Value
1915-OAKWD,Voice Only,16,4,One year,Contractual (Stable),19.3,22.52,1,Active,308.8,Retain,0.00004,Low Value
7808-DVWEP,Voice Only,3,2,Month-to-month,At-Will (High Risk),20,16.55,1,Active,60,Retain,0.00004,Low Value
9932-WBWIK,Voice Only,11,3,Month-to-month,At-Will (High Risk),20.35,19.57,1,Active,223.85000000000002,Retain,0.00004,Low Value
7636-XUHWW,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.9,16.85,1,Active,39.8,Retain,0.00004,Low Value
9364-YKUVW,Voice Only,15,4,Month-to-month,At-Will (High Risk),19.8,20.63,1,Active,297,Retain,0.00004,Low Value
6870-ECSHE,Voice Only,2,2,One year,Contractual (Stable),20.45,17.40,1,Active,40.9,Retain,0.00004,Low Value
2229-DPMBI,Voice Only,8,3,Two year,Contractual (Stable),19.5,20.27,1,Active,156,Retain,0.00004,Low Value
7677-SJJJK,Voice Only,8,3,One year,Contractual (Stable),19.9,19.24,1,Active,159.2,Retain,0.00004,Low Value
6696-YDAYZ,Voice Only,16,4,Two year,Contractual (Stable),20.5,18.16,1,Active,328,Retain,0.00004,Low Value
5919-VCZYM,Voice Only,2,1,Month-to-month,At-Will (High Risk),20.05,21.35,1,Active,40.1,Retain,0.00004,Low Value
0967-BMLBD,Voice Only,11,3,One year,Contractual (Stable),20,17.85,1,Active,220,Retain,0.00004,Low Value
0620-XEFWH,Voice Only,4,2,Month-to-month,At-Will (High Risk),18.85,21.05,1,Active,75.4,Retain,0.00004,Low Value
7998-ZLXWN,Voice Only,15,4,Month-to-month,At-Will (High Risk),20.45,22.05,1,Active,306.75,Retain,0.00004,Low Value
0883-EIBTI,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.5,15.78,1,Churned/Inactive,39,Churn,0.00004,Low Value
3724-BSCVH,Voice Only,10,3,One year,Contractual (Stable),20.45,24.24,1,Active,204.5,Retain,0.00004,Low Value
3724-UCSHY,Voice Only,6,3,Month-to-month,At-Will (High Risk),19.55,20.48,1,Active,117.30000000000001,Retain,0.00004,Low Value
7469-LKBCI,Voice Only,16,4,Two year,Contractual (Stable),18.95,20.43,1,Active,303.2,Retain,0.00004,Low Value
6184-DYUOB,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.6,18.42,1,Active,58.800000000000004,Retain,0.00004,Low Value
3190-FZATL,Voice Only,14,4,Month-to-month,At-Will (High Risk),19.95,19.17,1,Active,279.3,Retain,0.00004,Low Value
7785-RDVIG,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.3,18.23,1,Active,57.900000000000006,Retain,0.00004,Low Value
0307-BCOPK,Voice Only,16,4,One year,Contractual (Stable),19.05,20.42,1,Active,304.8,Retain,0.00004,Low Value
5562-YJQGT,Voice Only,2,2,Month-to-month,At-Will (High Risk),20.35,17.55,1,Active,40.7,Retain,0.00004,Low Value
0380-ZCSBI,Voice Only,10,3,Month-to-month,At-Will (High Risk),20,19.87,1,Active,200,Retain,0.00004,Low Value
8075-GXIUB,Voice Only,9,3,One year,Contractual (Stable),19.85,20.35,1,Active,178.65,Retain,0.00004,Low Value
4359-INNWN,Voice Only,17,4,One year,Contractual (Stable),20.05,19.88,1,Active,340.85,Retain,0.00004,Low Value
3156-QLHBO,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.25,24.18,1,Active,38.5,Retain,0.00004,Low Value
5312-TSZVC,Voice Only,15,4,One year,Contractual (Stable),19.65,18.04,1,Active,294.75,Retain,0.00004,Low Value
4903-UYAVB,Voice Only,5,2,Month-to-month,At-Will (High Risk),19.35,25.21,1,Churned/Inactive,96.75,Churn,0.00004,Low Value
3181-MIZBN,Voice Only,16,4,Month-to-month,At-Will (High Risk),19.75,19.59,1,Active,316,Retain,0.00004,Low Value
0366-NQSHS,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.35,23.18,1,Active,38.7,Retain,0.00004,Low Value
5863-OOKCL,Voice Only,10,3,Month-to-month,At-Will (High Risk),18.85,16.32,1,Active,188.5,Retain,0.00004,Low Value
1015-JPFYW,Voice Only,7,3,One year,Contractual (Stable),19.45,19.54,1,Active,136.15,Retain,0.00004,Low Value
4685-TFLLS,Voice Only,18,4,One year,Contractual (Stable),19.8,19.02,1,Active,356.40000000000003,Retain,0.00004,Low Value
6368-TZZDT,Voice Only,4,2,Two year,Contractual (Stable),19.5,24.21,1,Active,78,Retain,0.00004,Low Value
3387-PLKUI,Voice Only,13,4,Month-to-month,At-Will (High Risk),18.8,19.33,1,Active,244.4,Retain,0.00004,Low Value
0268-QKIWO,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.75,19.62,1,Churned/Inactive,59.25,Churn,0.00004,Low Value
5505-OVWQW,Voice Only,17,4,One year,Contractual (Stable),20.15,20.80,1,Active,342.54999999999995,Retain,0.00004,Low Value
1449-XQEMT,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.8,19.38,1,Churned/Inactive,59.400000000000006,Churn,0.00004,Low Value
0486-LGCCH,Voice Only,11,3,Two year,Contractual (Stable),19.65,20.52,1,Active,216.14999999999998,Retain,0.00004,Low Value
3146-JTQHR,Voice Only,10,3,One year,Contractual (Stable),19.6,18.95,1,Active,196,Retain,0.00004,Low Value
1057-FOGLZ,Voice Only,18,4,Month-to-month,At-Will (High Risk),19.65,21.76,1,Active,353.7,Retain,0.00004,Low Value
8610-ZIKJJ,Voice Only,2,2,One year,Contractual (Stable),20.3,15.95,1,Active,40.6,Retain,0.00004,Low Value
4452-ROHMO,Voice Only,15,4,Two year,Contractual (Stable),19.6,22.11,1,Active,294,Retain,0.00004,Low Value
2159-TURXX,Voice Only,5,2,Month-to-month,At-Will (High Risk),20.05,19.11,1,Active,100.25,Retain,0.00004,Low Value
1069-QJOEE,Voice Only,25,5,One year,Contractual (Stable),19.9,20.22,1,Active,497.49999999999994,Retain,0.00004,Low Value
8150-QUDFX,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.85,25.80,1,Active,39.7,Retain,0.00004,Low Value
7266-GSSJX,Voice Only,11,3,Month-to-month,At-Will (High Risk),20.45,22.80,1,Active,224.95,Retain,0.00004,Low Value
2320-YKQBO,Voice Only,7,3,Month-to-month,At-Will (High Risk),19.3,20.71,1,Active,135.1,Retain,0.00004,Low Value
1561-BWHIN,Voice Only,19,4,One year,Contractual (Stable),19.8,18.13,1,Active,376.2,Retain,0.00004,Low Value
9618-LFJRU,Voice Only,4,2,Month-to-month,At-Will (High Risk),20.45,20.71,1,Active,81.8,Retain,0.00004,Low Value
0829-DDVLK,Voice Only,15,4,One year,Contractual (Stable),20.1,20.16,1,Active,301.5,Retain,0.00004,Low Value
2739-CCZMB,Voice Only,5,2,Month-to-month,At-Will (High Risk),20.35,24.40,1,Active,101.75,Retain,0.00004,Low Value
9467-ROOLM,Voice Only,25,5,Month-to-month,At-Will (High Risk),19.05,18.45,1,Active,476.25,Retain,0.00004,Low Value
9039-ZVJDC,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.1,17.68,1,Active,57.300000000000004,Retain,0.00004,Low Value
1218-VKFPE,Voice Only,12,3,Month-to-month,At-Will (High Risk),19,19.46,1,Churned/Inactive,228,Churn,0.00004,Low Value
8439-LTUGF,Voice Only,10,3,Month-to-month,At-Will (High Risk),20,19.86,1,Active,200,Retain,0.00004,Low Value
6131-IUNXN,Voice Only,19,4,Month-to-month,At-Will (High Risk),20.2,20.12,1,Active,383.8,Retain,0.00004,Low Value
2640-LYMOV,Voice Only,2,2,Month-to-month,At-Will (High Risk),19.65,19.40,1,Active,39.3,Retain,0.00004,Low Value
4079-ULGFR,Voice Only,16,4,Month-to-month,At-Will (High Risk),20,17.23,1,Active,320,Retain,0.00004,Low Value
0895-LNKRC,Voice Only,6,2,One year,Contractual (Stable),19.45,18.92,1,Active,116.69999999999999,Retain,0.00004,Low Value
5849-ASHZJ,Voice Only,27,5,One year,Contractual (Stable),20.05,20.48,1,Active,541.35,Retain,0.00004,Low Value
4693-VWVBO,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.55,20.35,1,Active,58.650000000000006,Retain,0.00004,Low Value
5602-BVFMK,Voice Only,12,4,One year,Contractual (Stable),19.3,19.06,1,Active,231.60000000000002,Retain,0.00004,Low Value
1383-EZRWL,Voice Only,7,3,Month-to-month,At-Will (High Risk),20.05,23.55,1,Churned/Inactive,140.35,Churn,0.00004,Low Value
3865-ZFZIB,Voice Only,19,4,Two year,Contractual (Stable),19.65,18.85,1,Active,373.34999999999997,Retain,0.00004,Low Value
8752-IMQOS,Voice Only,5,2,One year,Contractual (Stable),20.1,17.02,1,Active,100.5,Retain,0.00004,Low Value
4488-PSYCG,Voice Only,16,4,Month-to-month,At-Will (High Risk),20.25,20.47,1,Churned/Inactive,324,Churn,0.00004,Low Value
7623-HKYRK,Voice Only,6,3,Month-to-month,At-Will (High Risk),19.7,18.61,1,Active,118.19999999999999,Retain,0.00004,Low Value
4716-MRVEN,Voice Only,29,6,One year,Contractual (Stable),20,20.67,1,Active,580,Retain,0.00004,Low Value
6734-CKRSM,Voice Only,3,2,Month-to-month,At-Will (High Risk),20,21.20,1,Active,60,Retain,0.00004,Low Value
0208-BPQEJ,Voice Only,12,4,Month-to-month,At-Will (High Risk),19.4,16.51,1,Active,232.79999999999998,Retain,0.00004,Low Value
4182-BGSIQ,Voice Only,10,3,Month-to-month,At-Will (High Risk),19.8,19.68,1,Active,198,Retain,0.00004,Low Value
2164-SOQXL,Voice Only,20,5,Month-to-month,At-Will (High Risk),20.05,20.30,1,Active,401,Retain,0.00004,Low Value
7526-IVLYU,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.65,22.78,1,Active,58.949999999999996,Retain,0.00004,Low Value
1699-TLDLZ,Voice Only,16,4,Two year,Contractual (Stable),19.7,18.85,1,Active,315.2,Retain,0.00004,Low Value
2587-YNLES,Voice Only,6,3,Two year,Contractual (Stable),20.1,16.72,1,Active,120.60000000000001,Retain,0.00004,Low Value
1577-HKTFG,Voice Only,30,6,Month-to-month,At-Will (High Risk),19.65,21.86,1,Churned/Inactive,589.5,Churn,0.00004,Low Value
7521-YXVZY,Voice Only,3,2,Month-to-month,At-Will (High Risk),19.95,19.43,1,Active,59.849999999999994,Retain,0.00004,Low Value
1680-VDCWW,Voice Only,12,4,One year,Contractual (Stable),19.8,16.85,1,Active,237.60000000000002,Retain,0.00004,Low Value
5726-CVNYA,Voice Only,8,3,Two year,Contractual (Stable),19.85,18.32,1,Active,158.8,Retain,0.00004,Low Value
8194-PEEBY,Voice Only,24,5,One year,Contractual (Stable),19.9,22.23,1,Active,477.59999999999997,Retain,0.00004,Low Value
3977-QCRSL,Voice Only,5,2,Month-to-month,At-Will (High Risk),20.15,23.59,1,Active,100.75,Retain,0.00004,Low Value
5696-EXCYS,Voice Only,17,4,Two year,Contractual (Stable),19.45,21.71,1,Active,330.65,Retain,0.00004,Low Value
4291-YZODP,Voice Only,7,3,One year,Contractual (Stable),20.05,13.83,1,Active,140.35,Retain,0.00004,Low Value
1776-SPBWV,Voice Only,34,6,One year,Contractual (Stable),20.1,20.06,1,Active,683.4000000000001,Retain,0.00004,Low Value
8410-BGQXN,Voice Only,4,2,Month-to-month,At-Will (High Risk),19.4,23.35,1,Active,77.6,Retain,0.00004,Low Value
5039-LZRQT,Voice Only,13,4,One year,Contractual (Stable),20.2,21.02,1,Active,262.59999999999997,Retain,0.00004,Low Value
7094-MSZAO,Voice Only,10,3,Month-to-month,At-Will (High Risk),20.05,21.85,1,Active,200.5,Retain,0.00004,Low Value
1834-WULEG,Voice Only,24,5,One year,Contractual (Stable),20.25,18.32,1,Active,486,Retain,0.00004,Low Value
1354-YZFNB,Voice Only,4,2,Two year,Contractual (Stable),19.55,17.20,1,Active,78.2,Retain,0.00004,Low Value
1635-HDGFT,Voice Only,19,4,Two year,Contractual (Stable),20.5,20.98,1,Active,389.5,Retain,0.00004,Low Value
2667-WYLWJ,Voice Only,8,3,One year,Contractual (Stable),19.75,18.13,1,Churned/Inactive,158,Churn,0.00004,Low Value
6016-NXBNJ,Voice Only,35,6,One year,Contractual (Stable),19.15,18.23,1,Active,670.25,Retain,0.00004,Low Value
3407-QGWLG,Voice Only,3,2,Month-to-month,At-Will (High Risk),20.05,25.15,1,Active,60.150000000000006,Retain,0.00004,Low Value
3721-CNZHX,Voice Only,15,4,One year,Contractual (Stable),19.8,20.31,1,Active,297,Retain,0.00004,Low Value
4694-PHWFW,Voice Only,8,3,Month-to-month,At-Will (High Risk),19.95,21.36,1,Active,159.6,Retain,0.00004,Low Value
7632-YUTXB,Voice Only,25,5,One year,Contractual (Stable),20.05,20.80,1,Active,501.25,Retain,0.00004,Low Value
1257-SXUXQ,Voice Only,5,2,Month-to-month,At-Will (High Risk),19.45,17.21,1,Active,97.25,Retain,0.00004,Low Value
5469-NUJUR,Voice Only,19,4,Two year,Contractual (Stable),19.95,19.66,1,Active,379.05,Retain,0.00004,Low Value
7353-YOWFP,Voice Only,7,3,One year,Contractual (Stable),20.25,18.45,1,Active,141.75,Retain,0.00004,Low Value
5627-TVBPP,Voice Only,35,6,One year,Contractual (Stable),20.1,18.41,1,Active,703.5,Retain,0.00004,Low Value
5712-VBOXD,Voice Only,4,2,Month-to-month,At-Will (High Risk),20.15,17.11,1,Active,80.6,Retain,0.00004,Low Value
4451-RWASJ,Voice Only,15,4,One year,Contractual (Stable),19.5,15.98,1,Active,292.5,Retain,0.00004,Low Value
6319-QSUSR,Voice Only,11,3,Month-to-month,At-Will (High Risk),19.7,19.65,1,Active,216.7,Retain,0.00004,Low Value
5171-EPLKN,Voice Only,27,5,Two year,Contractual (Stable),19.85,17.41,1,Active,535.95,Retain,0.00004,Low Value
7874-ECPQJ,Voice Only,4,2,Month-to-month,At-Will (High Risk),20.05,21.38,1,Active,80.2,Retain,0.00004,Low Value
4425-OWHWB,Voice Only,20,5,One year,Contractual (Stable),19.35,21.69,1,Active,387,Retain,0.00004,Low Value
7845-URHJN,Voice Only,8,3,Month-to-month,At-Will (High Risk),20.15,19.53,1,Churned/Inactive,161.2,Churn,0.00004,Low Value
9624-EGDEQ,Voice Only,37,6,Two year,Contractual (Stable),19.8,21.98,1,Active,732.6,Retain,0.00004,Low Value
4397-FRLTA,Voice Only,4,2,Month-to-month,At-Will (High Risk),20.15,21.13,1,Active,80.6,Retain,0.00004,Low Value
7609-NRNCA,Voice Only,17,4,One year,Contractual (Stable),19.55,16.52,1,Active,332.35,Retain,0.00004,Low Value
2466-NEJOJ,Voice Only,8,3,Month-to-month,At-Will (High Risk),19.65,21.22,1,Active,157.2,Retain,0.00004,Low Value
2819-GWENI,Voice Only,28,5,One year,Contractual (Stable),19.9,19.39,1,Active,557.1999999999999,Retain,0.00004,Low Value
3694-GLTJM,Voice Only,5,2,Month-to-month,At-Will (High Risk),19.65,18.41,1,Active,98.25,Retain,0.00004,Low Value
3556-BVQGL,Voice Only,20,5,One year,Contractual (Stable),20,20.82,1,Active,400,Retain,0.00004,Low Value
4537-CIBHB,Voice Only,9,3,One year,Contractual (Stable),20.25,19.15,1,Active,182.25,Retain,0.00004,Low Value
4487-ZYJZK,Voice Only,38,6,One year,Contractual (Stable),19.6,20.08,1,Active,744.8000000000001,Retain,0.00004,Low Value
0031-PVLZI,Voice Only,4,2,Month-to-month,At-Will (High Risk),20.35,19.09,1,Churned/Inactive,81.4,Churn,0.00004,Low Value
6082-GLJIX,Voice Only,18,4,Month-to-month,At-Will (High Risk),19.25,18.41,1,Active,346.5,Retain,0.00004,Low Value
3239-TPHPZ,Voice Only,12,4,Two year,Contractual (Stable),20.05,22.05,1,Active,240.60000000000002,Retain,0.00004,Low Value
6506-EYCNH,Voice Only,28,5,Month-to-month,At-Will (High Risk),19.55,19.42,1,Active,547.4,Retain,0.00004,Low Value
6260-XLACS,Voice Only,4,2,One year,Contractual (Stable),19.7,29.45,1,Active,78.8,Retain,0.00004,Low Value
4632-PAOYU,Voice Only,22,5,One year,Contractual (Stable),19.95,19.70,1,Active,438.9,Retain,0.00004,Low Value
5647-URDKA,Voice Only,8,3,Two year,Contractual (Stable),19.7,16.28,1,Active,157.6,Retain,0.00004,Low Value
